year,scenario,CI_level,warming
1758.0,Fragmented World,0.05,-0.2048893200350294
1758.0,Fragmented World,0.16,-0.1301581222630844
1758.0,Fragmented World,0.5,-0.0166623687023288
1758.0,Fragmented World,0.84,0.1054098535152653
1758.0,Fragmented World,0.95,0.2112760935366662
1758.0,Fragmented World,1.0,0.5069026386747153
1758.0,Nationally Determined Contributions (NDCs),0.0,-0.3704331556401362
1758.0,Nationally Determined Contributions (NDCs),0.05,-0.2048893200350294
1758.0,Nationally Determined Contributions (NDCs),0.16,-0.1301581222630844
1758.0,Nationally Determined Contributions (NDCs),0.5,-0.0166623687023288
1758.0,Nationally Determined Contributions (NDCs),0.84,0.1054098535152653
1758.0,Nationally Determined Contributions (NDCs),0.95,0.2112760935366662
1758.0,Nationally Determined Contributions (NDCs),1.0,0.5069026386747153
1758.0,Current Policies,0.0,-0.3704331556401362
1758.0,Current Policies,0.05,-0.2048893200350294
1758.0,Current Policies,0.16,-0.1301581222630844
1758.0,Current Policies,0.5,-0.0166623687023288
1758.0,Current Policies,0.84,0.1054098535152653
1758.0,Current Policies,0.95,0.2112760935366662
1758.0,Current Policies,1.0,0.5069026386747153
1759.0,Low Demand,0.0,-0.470335445273087
1759.0,Low Demand,0.05,-0.1798047057617606
1759.0,Low Demand,0.16,-0.1160921386435737
1759.0,Low Demand,0.5,-0.0076465692040135
1759.0,Low Demand,0.84,0.1121908950485564
1759.0,Low Demand,0.95,0.2121099483034914
1759.0,Low Demand,1.0,0.5395823237553288
1759.0,Net Zero 2050,0.0,-0.470335445273087
1759.0,Net Zero 2050,0.05,-0.1798047057617606
1759.0,Net Zero 2050,0.16,-0.1160921386435737
1759.0,Net Zero 2050,0.5,-0.0076465692040135
1759.0,Net Zero 2050,0.84,0.1121908950485564
1759.0,Net Zero 2050,0.95,0.2121099483034914
1759.0,Net Zero 2050,1.0,0.5395823237553288
1759.0,Below 2°C,0.0,-0.470335445273087
1759.0,Below 2°C,0.05,-0.1798047057617606
1759.0,Below 2°C,0.16,-0.1160921386435737
1759.0,Below 2°C,0.5,-0.0076465692040135
1759.0,Below 2°C,0.84,0.1121908950485564
1759.0,Below 2°C,0.95,0.2121099483034914
1759.0,Below 2°C,1.0,0.5395823237553288
1759.0,Delayed Transition,0.0,-0.470335445273087
1759.0,Delayed Transition,0.05,-0.1798047057617606
1759.0,Delayed Transition,0.16,-0.1160921386435737
1759.0,Delayed Transition,0.5,-0.0076465692040135
1759.0,Delayed Transition,0.84,0.1121908950485564
1759.0,Delayed Transition,0.95,0.2121099483034914
1759.0,Delayed Transition,1.0,0.5395823237553288
1759.0,Fragmented World,0.0,-0.470335445273087
1759.0,Fragmented World,0.05,-0.1798047057617606
1759.0,Fragmented World,0.16,-0.1160921386435737
1759.0,Fragmented World,0.5,-0.0076465692040135
1759.0,Fragmented World,0.84,0.1121908950485564
1759.0,Fragmented World,0.95,0.2121099483034914
1759.0,Fragmented World,1.0,0.5395823237553288
1759.0,Nationally Determined Contributions (NDCs),0.0,-0.470335445273087
1759.0,Nationally Determined Contributions (NDCs),0.05,-0.1798047057617606
1759.0,Nationally Determined Contributions (NDCs),0.16,-0.1160921386435737
1759.0,Nationally Determined Contributions (NDCs),0.5,-0.0076465692040135
1759.0,Nationally Determined Contributions (NDCs),0.84,0.1121908950485564
1759.0,Nationally Determined Contributions (NDCs),0.95,0.2121099483034914
1759.0,Nationally Determined Contributions (NDCs),1.0,0.5395823237553288
1759.0,Current Policies,0.0,-0.470335445273087
1759.0,Current Policies,0.05,-0.1798047057617606
1759.0,Current Policies,0.16,-0.1160921386435737
1759.0,Current Policies,0.5,-0.0076465692040135
1759.0,Current Policies,0.84,0.1121908950485564
1759.0,Current Policies,0.95,0.2121099483034914
1759.0,Current Policies,1.0,0.5395823237553288
1760.0,Low Demand,0.0,-0.532940313266222
1760.0,Low Demand,0.05,-0.1840894385015514
1760.0,Low Demand,0.16,-0.0945774741935826
1760.0,Low Demand,0.5,0.0156359311910597
1760.0,Low Demand,0.84,0.1228710453764649
1760.0,Low Demand,0.95,0.2231226209788208
1760.0,Low Demand,1.0,0.4473422998537035
1760.0,Net Zero 2050,0.0,-0.532940313266222
1760.0,Net Zero 2050,0.05,-0.1840894385015514
1760.0,Net Zero 2050,0.16,-0.0945774741935826
1760.0,Net Zero 2050,0.5,0.0156359311910597
1760.0,Net Zero 2050,0.84,0.1228710453764649
1760.0,Net Zero 2050,0.95,0.2231226209788208
1760.0,Net Zero 2050,1.0,0.4473422998537035
1760.0,Below 2°C,0.0,-0.532940313266222
1760.0,Below 2°C,0.05,-0.1840894385015514
1760.0,Below 2°C,0.16,-0.0945774741935826
1760.0,Below 2°C,0.5,0.0156359311910597
1760.0,Below 2°C,0.84,0.1228710453764649
1760.0,Below 2°C,0.95,0.2231226209788208
1760.0,Below 2°C,1.0,0.4473422998537035
1760.0,Delayed Transition,0.0,-0.532940313266222
1760.0,Delayed Transition,0.05,-0.1840894385015514
1760.0,Delayed Transition,0.16,-0.0945774741935826
1760.0,Delayed Transition,0.5,0.0156359311910597
1760.0,Delayed Transition,0.84,0.1228710453764649
1760.0,Delayed Transition,0.95,0.2231226209788208
